payment_id,order_id,payment_method,payment_status
P005503,O005503,Credit Card,completed
P005504,O005504,Cash,
P005505,O005505,,completed
P005506,O005506,Cash,Completed
P005507,O005507,Credit Card,completed
P005508,O005508,Credit Card,completed
P005509,O005509,,completed
P005510,O005510,Cash,Completed
P005511,O005511,Credit Card,Completed
P005512,O005512,Cash,completed
P005513,O005513,UPI,Completed
P005514,O005514,,completed
P005515,O005515,Debit Card,completed
P005516,O005516,,completed
P005517,O005517,Credit Card,completed
P005518,O005518,Cash,Failed
P005519,O005519,,Failed
P005520,O005520,Debit Card,
P005521,O005521,UPI,completed
P005522,O005522,Credit Card,completed
P005523,O005523,Cash,Completed
P005524,O005524,UPI,completed
P005525,O005525,Credit Card,Completed
P005526,O005526,,
P005527,O005527,,Failed
P005528,O005528,Debit Card,Failed
P005529,O005529,UPI,Completed
P005530,O005530,,completed
P005531,O005531,Debit Card,Completed
P005532,O005532,Cash,
P005533,O005533,Cash,Failed
P005534,O005534,UPI,completed
P005535,O005535,Cash,completed
P005536,O005536,,completed
P005537,O005537,Cash,Failed
P005538,O005538,,completed
P005539,O005539,Debit Card,
P005540,O005540,,
P005541,O005541,,Failed
P005542,O005542,UPI,Failed
P005543,O005543,Cash,Failed
P005544,O005544,,Completed
P005545,O005545,UPI,Failed
P005546,O005546,UPI,Failed
P005547,O005547,UPI,Completed
P005548,O005548,Credit Card,completed
P005549,O005549,UPI,Completed
P005550,O005550,UPI,
P005551,O005551,,
P005552,O005552,UPI,completed
P005553,O005553,UPI,Completed
P005554,O005554,Credit Card,completed
P005555,O005555,Credit Card,
P005556,O005556,UPI,Completed
P005557,O005557,UPI,Completed
P005558,O005558,,
P005559,O005559,,Failed
P005560,O005560,Credit Card,completed
P005561,O005561,,
P005562,O005562,Cash,
P005563,O005563,Debit Card,Completed
P005564,O005564,Credit Card,Completed
P005565,O005565,Credit Card,completed
P005566,O005566,,
P005567,O005567,Debit Card,
P005568,O005568,Debit Card,Completed
P005569,O005569,UPI,
P005570,O005570,Credit Card,Completed
P005571,O005571,UPI,Failed
P005572,O005572,,Failed
P005573,O005573,Debit Card,completed
P005574,O005574,UPI,completed
P005575,O005575,Debit Card,
P005576,O005576,UPI,
P005577,O005577,UPI,
P005578,O005578,Debit Card,
P005579,O005579,,Failed
P005580,O005580,Cash,Completed
P005581,O005581,Cash,Completed
P005582,O005582,Credit Card,
P005583,O005583,Cash,Failed
P005584,O005584,Debit Card,
P005585,O005585,Credit Card,Completed
P005586,O005586,Cash,completed
P005587,O005587,Cash,Failed
P005588,O005588,UPI,Completed
P005589,O005589,UPI,Completed
P005590,O005590,Cash,completed
P005591,O005591,Credit Card,completed
P005592,O005592,Debit Card,completed
P005593,O005593,Cash,completed
P005594,O005594,Debit Card,Failed
P005595,O005595,Credit Card,
P005596,O005596,,Failed
P005597,O005597,Credit Card,Failed
P005598,O005598,,Completed
P005599,O005599,UPI,Completed
P005600,O005600,Debit Card,Completed
P005601,O005601,UPI,Completed
P005602,O005602,Debit Card,Completed
P005603,O005603,Credit Card,Failed
P005604,O005604,Cash,completed
P005605,O005605,Cash,
P005606,O005606,,Failed
P005607,O005607,Cash,
P005608,O005608,Debit Card,
P005609,O005609,Cash,completed
P005610,O005610,UPI,
P005611,O005611,Cash,completed
P005612,O005612,UPI,Failed
P005613,O005613,,completed
P005614,O005614,,completed
P005615,O005615,Credit Card,Completed
P005616,O005616,Credit Card,Completed
P005617,O005617,Credit Card,completed
P005618,O005618,UPI,completed
P005619,O005619,Credit Card,
P005620,O005620,,
P005621,O005621,Cash,completed
P005622,O005622,UPI,
P005623,O005623,Credit Card,Failed
P005624,O005624,Credit Card,
P005625,O005625,,
P005626,O005626,Cash,completed
P005627,O005627,Debit Card,
P005628,O005628,Cash,completed
P005629,O005629,Credit Card,Completed
P005630,O005630,Credit Card,
P005631,O005631,Cash,completed
P005632,O005632,Cash,completed
P005633,O005633,,
P005634,O005634,Debit Card,Completed
P005635,O005635,UPI,completed
P005636,O005636,UPI,completed
P005637,O005637,Debit Card,
P005638,O005638,,Failed
P005639,O005639,Cash,completed
P005640,O005640,Credit Card,
P005641,O005641,Debit Card,
P005642,O005642,,Completed
P005643,O005643,Debit Card,completed
P005644,O005644,Credit Card,completed
P005645,O005645,UPI,completed
P005646,O005646,Cash,
P005647,O005647,,completed
P005648,O005648,UPI,Completed
P005649,O005649,Credit Card,Completed
P005650,O005650,Debit Card,completed
P005651,O005651,,completed
P005652,O005652,,
P005653,O005653,UPI,Completed
P005654,O005654,UPI,Failed
P005655,O005655,Credit Card,completed
P005656,O005656,UPI,completed
P005657,O005657,,
P005658,O005658,Cash,Completed
P005659,O005659,Credit Card,completed
P005660,O005660,Credit Card,
P005661,O005661,Cash,completed
P005662,O005662,Credit Card,
P005663,O005663,Credit Card,
P005664,O005664,UPI,
P005665,O005665,Credit Card,completed
P005666,O005666,,completed
P005667,O005667,UPI,Completed
P005668,O005668,Debit Card,completed
P005669,O005669,,Failed
P005670,O005670,Debit Card,Completed
P005671,O005671,UPI,
P005672,O005672,,Completed
P005673,O005673,UPI,Failed
P005674,O005674,Debit Card,Failed
P005675,O005675,Cash,
P005676,O005676,Credit Card,completed
P005677,O005677,Cash,Failed
P005678,O005678,Cash,completed
P005679,O005679,UPI,
P005680,O005680,UPI,completed
P005681,O005681,Credit Card,completed
P005682,O005682,Cash,Completed
P005683,O005683,,completed
P005684,O005684,UPI,completed
P005685,O005685,Cash,Completed
P005686,O005686,Debit Card,completed
P005687,O005687,UPI,Completed
P005688,O005688,Credit Card,Completed
P005689,O005689,Cash,completed
P005690,O005690,UPI,completed
P005691,O005691,Credit Card,completed
P005692,O005692,Credit Card,Completed
P005693,O005693,Debit Card,Failed
P005694,O005694,Credit Card,Completed
P005695,O005695,UPI,Failed
P005696,O005696,UPI,
P005697,O005697,,Failed
P005698,O005698,Cash,
P005699,O005699,Cash,completed
P005700,O005700,Debit Card,Completed
P005701,O005701,Cash,Completed
P005702,O005702,Credit Card,
P005703,O005703,UPI,Completed
P005704,O005704,Credit Card,Completed
P005705,O005705,Cash,
P005706,O005706,,Failed
P005707,O005707,Cash,completed
P005708,O005708,Debit Card,Failed
P005709,O005709,UPI,Failed
P005710,O005710,Credit Card,
P005711,O005711,Cash,
P005712,O005712,UPI,
P005713,O005713,Credit Card,
P005714,O005714,Cash,Failed
P005715,O005715,Cash,
P005716,O005716,Cash,Completed
P005717,O005717,Debit Card,Failed
P005718,O005718,Debit Card,
P005719,O005719,Credit Card,Completed
P005720,O005720,Credit Card,Completed
P005721,O005721,UPI,
P005722,O005722,,
P005723,O005723,UPI,Completed
P005724,O005724,,Completed
P005725,O005725,Cash,Failed
P005726,O005726,Cash,Failed
P005727,O005727,UPI,Completed
P005728,O005728,Debit Card,
P005729,O005729,Debit Card,
P005730,O005730,Credit Card,completed
P005731,O005731,Credit Card,Completed
P005732,O005732,UPI,
P005733,O005733,Debit Card,Failed
P005734,O005734,Cash,Completed
P005735,O005735,Cash,Failed
P005736,O005736,Debit Card,
P005737,O005737,UPI,Failed
P005738,O005738,Credit Card,
P005739,O005739,UPI,completed
P005740,O005740,Debit Card,Failed
P005741,O005741,UPI,
P005742,O005742,Debit Card,Completed
P005743,O005743,UPI,Failed
P005744,O005744,,
P005745,O005745,Cash,Completed
P005746,O005746,,completed
P005747,O005747,Debit Card,completed
P005748,O005748,Cash,
P005749,O005749,,Failed
P005750,O005750,UPI,completed
P005751,O005751,UPI,Failed
P005752,O005752,Cash,completed
P005753,O005753,Debit Card,Failed
P005754,O005754,,Failed
P005755,O005755,Debit Card,Completed
P005756,O005756,UPI,Failed
P005757,O005757,Credit Card,Completed
P005758,O005758,Credit Card,
P005759,O005759,Debit Card,
P005760,O005760,UPI,Failed
P005761,O005761,UPI,Failed
P005762,O005762,Credit Card,Failed
P005763,O005763,Credit Card,completed
P005764,O005764,,completed
P005765,O005765,,Failed
P005766,O005766,Credit Card,completed
P005767,O005767,Debit Card,Failed
P005768,O005768,Cash,Completed
P005769,O005769,UPI,
P005770,O005770,UPI,Completed
P005771,O005771,UPI,Failed
P005772,O005772,,Completed
P005773,O005773,Credit Card,Completed
P005774,O005774,,
P005775,O005775,Credit Card,completed
P005776,O005776,Debit Card,
P005777,O005777,,Completed
P005778,O005778,Credit Card,Failed
P005779,O005779,Debit Card,completed
P005780,O005780,,Failed
P005781,O005781,UPI,Failed
P005782,O005782,Debit Card,Failed
P005783,O005783,,Completed
P005784,O005784,Credit Card,
P005785,O005785,UPI,Completed
P005786,O005786,Credit Card,completed
P005787,O005787,Cash,
P005788,O005788,Cash,Failed
P005789,O005789,,Completed
P005790,O005790,Debit Card,
P005791,O005791,Debit Card,
P005792,O005792,,
P005793,O005793,,Failed
P005794,O005794,UPI,Completed
P005795,O005795,Credit Card,Failed
P005796,O005796,Credit Card,Failed
P005797,O005797,Cash,Failed
P005798,O005798,Cash,Completed
P005799,O005799,,Completed
P005800,O005800,Debit Card,Completed
P005801,O005801,Debit Card,Completed
P005802,O005802,UPI,completed
P005803,O005803,Cash,Failed
P005804,O005804,UPI,Completed
P005805,O005805,Credit Card,Completed
P005806,O005806,,Failed
P005807,O005807,Debit Card,
P005808,O005808,Cash,Failed
P005809,O005809,Cash,Failed
P005810,O005810,,
P005811,O005811,,Completed
P005812,O005812,Cash,completed
P005813,O005813,Cash,
P005814,O005814,Debit Card,completed
P005815,O005815,Debit Card,
P005816,O005816,,completed
P005817,O005817,Credit Card,completed
P005818,O005818,Credit Card,
P005819,O005819,,Failed
P005820,O005820,,completed
P005821,O005821,UPI,completed
P005822,O005822,Credit Card,completed
P005823,O005823,Cash,completed
P005824,O005824,UPI,
P005825,O005825,UPI,Failed
P005826,O005826,,
P005827,O005827,Debit Card,
P005828,O005828,UPI,
P005829,O005829,,Failed
P005830,O005830,UPI,Completed
P005831,O005831,Debit Card,Failed
P005832,O005832,,completed
P005833,O005833,Debit Card,
P005834,O005834,Debit Card,
P005835,O005835,Cash,
P005836,O005836,Debit Card,
P005837,O005837,Debit Card,Completed
P005838,O005838,Debit Card,Completed
P005839,O005839,Credit Card,
P005840,O005840,Cash,Failed
P005841,O005841,Credit Card,Completed
P005842,O005842,Debit Card,Failed
P005843,O005843,Credit Card,Completed
P005844,O005844,,completed
P005845,O005845,Credit Card,completed
P005846,O005846,,completed
P005847,O005847,UPI,Completed
P005848,O005848,Cash,Failed
P005849,O005849,Credit Card,Completed
P005850,O005850,UPI,completed
P005851,O005851,Debit Card,Completed
P005852,O005852,,completed
P005853,O005853,Credit Card,completed
P005854,O005854,UPI,Failed
P005855,O005855,UPI,
P005856,O005856,Cash,completed
P005857,O005857,Debit Card,Failed
P005858,O005858,Cash,
P005859,O005859,Credit Card,Completed
P005860,O005860,Debit Card,
P005861,O005861,Credit Card,
P005862,O005862,,Failed
P005863,O005863,Credit Card,Failed
P005864,O005864,Debit Card,completed
P005865,O005865,Credit Card,
P005866,O005866,Cash,completed
P005867,O005867,UPI,Failed
P005868,O005868,Credit Card,completed
P005869,O005869,Debit Card,
P005870,O005870,Cash,Completed
P005871,O005871,Debit Card,Completed
P005872,O005872,,completed
P005873,O005873,UPI,Failed
P005874,O005874,Cash,Completed
P005875,O005875,UPI,
P005876,O005876,Credit Card,Failed
P005877,O005877,UPI,Completed
P005878,O005878,Credit Card,
P005879,O005879,Cash,Completed
P005880,O005880,Debit Card,completed
P005881,O005881,Cash,
P005882,O005882,Debit Card,completed
P005883,O005883,Debit Card,
P005884,O005884,UPI,Failed
P005885,O005885,Debit Card,completed
P005886,O005886,,completed
P005887,O005887,,
P005888,O005888,UPI,completed
P005889,O005889,UPI,
P005890,O005890,Cash,Completed
P005891,O005891,,
P005892,O005892,,Failed
P005893,O005893,Debit Card,Failed
P005894,O005894,Cash,
P005895,O005895,Cash,
P005896,O005896,Cash,Failed
P005897,O005897,Credit Card,completed
P005898,O005898,Debit Card,Failed
P005899,O005899,UPI,Failed
P005900,O005900,Cash,Completed
P005901,O005901,Debit Card,
P005902,O005902,Debit Card,Failed
P005903,O005903,Debit Card,completed
P005904,O005904,,Completed
P005905,O005905,UPI,Completed
P005906,O005906,Cash,Completed
P005907,O005907,UPI,
P005908,O005908,UPI,Failed
P005909,O005909,,
P005910,O005910,UPI,Completed
P005911,O005911,UPI,Completed
P005912,O005912,Debit Card,Completed
P005913,O005913,Debit Card,Failed
P005914,O005914,Cash,Completed
P005915,O005915,Credit Card,Failed
P005916,O005916,Cash,
P005917,O005917,Cash,completed
P005918,O005918,Debit Card,
P005919,O005919,UPI,
P005920,O005920,,Failed
P005921,O005921,Cash,
P005922,O005922,Credit Card,completed
P005923,O005923,Cash,completed
P005924,O005924,UPI,completed
P005925,O005925,Cash,
P005926,O005926,UPI,Completed
P005927,O005927,UPI,Failed
P005928,O005928,,Failed
P005929,O005929,,Completed
P005930,O005930,Cash,Failed
P005931,O005931,,
P005932,O005932,Credit Card,Completed
P005933,O005933,Debit Card,Completed
P005934,O005934,Cash,
P005935,O005935,,
P005936,O005936,Credit Card,Failed
P005937,O005937,Debit Card,
P005938,O005938,Credit Card,completed
P005939,O005939,Cash,completed
P005940,O005940,Debit Card,
P005941,O005941,,completed
P005942,O005942,UPI,Completed
P005943,O005943,,completed
P005944,O005944,UPI,Completed
P005945,O005945,Credit Card,Completed
P005946,O005946,UPI,completed
P005947,O005947,UPI,
P005948,O005948,Credit Card,completed
P005949,O005949,Credit Card,Completed
P005950,O005950,UPI,
P005951,O005951,UPI,Completed
P005952,O005952,Cash,completed
P005953,O005953,,Failed
P005954,O005954,Debit Card,
P005955,O005955,Credit Card,Completed
P005956,O005956,Credit Card,
P005957,O005957,UPI,Completed
P005958,O005958,Credit Card,completed
P005959,O005959,,completed
P005960,O005960,Cash,completed
P005961,O005961,Cash,Completed
P005962,O005962,UPI,completed
P005963,O005963,UPI,Failed
P005964,O005964,Debit Card,Failed
P005965,O005965,,completed
P005966,O005966,Credit Card,Completed
P005967,O005967,UPI,completed
P005968,O005968,Debit Card,completed
P005969,O005969,Cash,Completed
P005970,O005970,Credit Card,Failed
P005971,O005971,Cash,Failed
P005972,O005972,Cash,Completed
P005973,O005973,,completed
P005974,O005974,UPI,completed
P005975,O005975,UPI,Completed
P005976,O005976,UPI,Failed
P005977,O005977,Cash,Completed
P005978,O005978,Debit Card,
P005979,O005979,,Completed
P005980,O005980,,Failed
P005981,O005981,Cash,Completed
P005982,O005982,UPI,
P005983,O005983,Debit Card,completed
P005984,O005984,UPI,completed
P005985,O005985,,
P005986,O005986,Debit Card,
P005987,O005987,Credit Card,Completed
P005988,O005988,Credit Card,Completed
P005989,O005989,Cash,Failed
P005990,O005990,Credit Card,Completed
P005991,O005991,,
P005992,O005992,,completed
P005993,O005993,Credit Card,Failed
P005994,O005994,Cash,
P005995,O005995,Cash,Completed
P005996,O005996,Debit Card,
P005997,O005997,Credit Card,completed
P005998,O005998,Credit Card,Completed
P005999,O005999,,Completed
P006000,O006000,Credit Card,Failed
P006001,O006001,UPI,Completed
P006002,O006002,Cash,Failed
P006003,O006003,Cash,
P006004,O006004,Debit Card,Failed
P006005,O006005,Credit Card,
P006006,O006006,Cash,Completed
P006007,O006007,Credit Card,Failed
P006008,O006008,,
P006009,O006009,Cash,Failed
P006010,O006010,Credit Card,Failed
P006011,O006011,Credit Card,
P006012,O006012,Debit Card,Failed
P006013,O006013,Cash,
P006014,O006014,UPI,Completed
P006015,O006015,Cash,
P006016,O006016,,Failed
P006017,O006017,Credit Card,Completed
P006018,O006018,Cash,completed
P006019,O006019,Credit Card,
P006020,O006020,Debit Card,Completed
P006021,O006021,Debit Card,Failed
P006022,O006022,Cash,
P006023,O006023,Debit Card,Failed
P006024,O006024,Credit Card,completed
P006025,O006025,,completed
P006026,O006026,Cash,Completed
P006027,O006027,,completed
P006028,O006028,Debit Card,Failed
P006029,O006029,Debit Card,Completed
P006030,O006030,Credit Card,
P006031,O006031,Cash,Failed
P006032,O006032,Cash,Failed
P006033,O006033,UPI,Failed
P006034,O006034,Credit Card,
P006035,O006035,Cash,
P006036,O006036,,Failed
P006037,O006037,Debit Card,completed
P006038,O006038,,Completed
P006039,O006039,Debit Card,Failed
P006040,O006040,Credit Card,Failed
P006041,O006041,Cash,Completed
P006042,O006042,Debit Card,Failed
P006043,O006043,Credit Card,Completed
P006044,O006044,,Completed
P006045,O006045,Debit Card,completed
P006046,O006046,Cash,Completed
P006047,O006047,,Completed
P006048,O006048,Credit Card,
P006049,O006049,,Completed
P006050,O006050,Debit Card,Failed
P006051,O006051,UPI,Completed
P006052,O006052,UPI,Completed
P006053,O006053,Cash,
P006054,O006054,Credit Card,completed
P006055,O006055,Cash,completed
P006056,O006056,Debit Card,completed
P006057,O006057,Credit Card,
P006058,O006058,UPI,completed
P006059,O006059,,Completed
P006060,O006060,,Failed
P006061,O006061,Debit Card,Failed
P006062,O006062,Debit Card,Failed
P006063,O006063,Credit Card,completed
P006064,O006064,UPI,
P006065,O006065,,
P006066,O006066,Credit Card,completed
P006067,O006067,Credit Card,
P006068,O006068,Credit Card,Completed
P006069,O006069,Cash,
P006070,O006070,Credit Card,completed
P006071,O006071,Credit Card,
P006072,O006072,Credit Card,
P006073,O006073,Credit Card,Completed
P006074,O006074,Cash,Completed
P006075,O006075,Debit Card,Failed
P006076,O006076,Cash,
P006077,O006077,Credit Card,completed
P006078,O006078,Debit Card,completed
P006079,O006079,Cash,Completed
P006080,O006080,UPI,Failed
P006081,O006081,UPI,Completed
P006082,O006082,Credit Card,Completed
P006083,O006083,Credit Card,Completed
P006084,O006084,,completed
P006085,O006085,UPI,
P006086,O006086,Debit Card,
P006087,O006087,Debit Card,completed
P006088,O006088,,completed
P006089,O006089,UPI,Failed
P006090,O006090,Cash,completed
P006091,O006091,Cash,Failed
P006092,O006092,Debit Card,
P006093,O006093,Cash,
P006094,O006094,Credit Card,Failed
P006095,O006095,Credit Card,completed
P006096,O006096,,completed
P006097,O006097,Cash,Failed
P006098,O006098,,completed
P006099,O006099,UPI,Completed
P006100,O006100,Cash,Failed
P006101,O006101,Debit Card,completed
P006102,O006102,Debit Card,Failed
